event_id,ticker,ex_date,distribution_per_share_krw,verification_status,record_date,pay_date,dividend_yield_pct,distribution_type,source_owner
seibro:0004G0:20260130,0004G0,2026-01-29,34,verified,2026-01-30,2026-02-02,0.3652,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20251230,0004G0,2025-12-29,23,verified,2025-12-30,2026-01-02,0.2568,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20251128,0004G0,2025-11-27,15,verified,2025-11-28,2025-12-01,0.164,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20251031,0004G0,2025-10-30,33,verified,2025-10-31,2025-11-03,0.3644,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20250930,0004G0,2025-09-29,26,verified,2025-09-30,2025-10-01,0.2828,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20250829,0004G0,2025-08-28,12,verified,2025-08-29,2025-09-01,0.1295,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20250731,0004G0,2025-07-30,34,verified,2025-07-31,2025-08-01,0.3853,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20250630,0004G0,2025-06-27,22,verified,2025-06-30,2025-07-01,0.2575,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20250530,0004G0,2025-05-29,27,verified,2025-05-30,2025-06-02,0.3068,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20250430,0004G0,2025-04-29,28,verified,2025-04-30,2025-05-02,0.3118,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0004G0:20250331,0004G0,2025-03-28,22,verified,2025-03-31,2025-04-01,0.2229,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260831,0005A0,2026-08-28,119,verified,2026-08-31,2026-09-02,1.2893,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260731,0005A0,2026-07-30,126,verified,2026-07-31,2026-08-04,1.2837,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260630,0005A0,2026-06-29,132,verified,2026-06-30,2026-07-02,1.2512,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260529,0005A0,2026-05-28,131,verified,2026-05-29,2026-06-02,1.2382,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260430,0005A0,2026-04-29,124,verified,2026-04-30,2026-05-06,1.2557,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260331,0005A0,2026-03-30,121,verified,2026-03-31,2026-04-02,1.2797,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260227,0005A0,2026-02-26,119,verified,2026-02-27,2026-03-04,1.2383,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20260130,0005A0,2026-01-29,123,verified,2026-01-30,2026-02-03,1.25,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20251230,0005A0,2025-12-29,125,verified,2025-12-30,2026-01-05,1.2788,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20251128,0005A0,2025-11-27,122,verified,2025-11-28,2025-12-02,1.2317,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20251031,0005A0,2025-10-30,120,verified,2025-10-31,2025-11-04,1.2226,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250930,0005A0,2025-09-29,119,verified,2025-09-30,2025-10-02,1.2441,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250829,0005A0,2025-08-28,116,verified,2025-08-29,2025-09-02,1.2554,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250731,0005A0,2025-07-30,115,verified,2025-07-31,2025-08-04,1.261,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250630,0005A0,2025-06-27,110,verified,2025-06-30,2025-07-02,1.229,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250530,0005A0,2025-05-29,108,verified,2025-05-30,2025-06-04,1.2301,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250430,0005A0,2025-04-29,105,verified,2025-04-30,2025-05-07,1.2111,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250331,0005A0,2025-03-28,120,verified,2025-03-31,2025-04-02,1.2759,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250228,0005A0,2025-02-27,90,verified,2025-02-28,2025-03-05,0.9375,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005A0:20250131,0005A0,2025-01-30,114,verified,2025-01-31,2025-02-04,1.1515,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005C0:20251230,0005C0,2025-12-29,196,verified,2025-12-30,2026-01-05,1.7957,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005D0:20251230,0005D0,2025-12-29,13,verified,2025-12-30,2026-01-02,0.1063,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005G0:20260731,0005G0,2026-07-30,11,verified,2026-07-31,2026-08-04,0.0248,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005G0:20260430,0005G0,2026-04-29,66,verified,2026-04-30,2026-05-06,0.1392,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005G0:20260130,0005G0,2026-01-29,12,verified,2026-01-30,2026-02-03,0.046,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005G0:20251031,0005G0,2025-10-30,17,verified,2025-10-31,2025-11-04,0.0847,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005G0:20250731,0005G0,2025-07-30,16,verified,2025-07-31,2025-08-04,0.1314,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0005G0:20250430,0005G0,2025-04-29,24,verified,2025-04-30,2025-05-07,0.2516,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0007F0:20251215,0007F0,2025-12-12,157,verified,2025-12-15,2025-12-17,1.5575,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0007G0:20260430,0007G0,2026-04-29,5,verified,2026-04-30,2026-05-06,0.0294,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0007G0:20251230,0007G0,2025-12-29,42,verified,2025-12-30,2026-01-05,0.2781,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0007N0:20260731,0007N0,2026-07-30,150,verified,2026-07-31,2026-08-04,0.1484,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0007N0:20260430,0007N0,2026-04-29,1200,verified,2026-04-30,2026-05-06,1.0536,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008E0:20251230,0008E0,2025-12-29,6,verified,2025-12-30,2026-01-05,0.0516,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260814,0008S0,2026-08-13,103,verified,2026-08-14,2026-08-19,1.0153,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260715,0008S0,2026-07-14,104,verified,2026-07-15,2026-07-20,1.0039,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260615,0008S0,2026-06-12,106,verified,2026-06-15,2026-06-17,1.0095,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260515,0008S0,2026-05-14,102,verified,2026-05-15,2026-05-19,0.9808,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260415,0008S0,2026-04-14,101,verified,2026-04-15,2026-04-17,1.0135,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260313,0008S0,2026-03-12,101,verified,2026-03-13,2026-03-17,1.001,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260213,0008S0,2026-02-12,102,verified,2026-02-13,2026-02-20,1.0054,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20260115,0008S0,2026-01-14,95,verified,2026-01-15,2026-01-19,1.0005,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20251215,0008S0,2025-12-12,91,verified,2025-12-15,2025-12-17,0.9875,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20251114,0008S0,2025-11-13,89,verified,2025-11-14,2025-11-18,0.9972,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20251015,0008S0,2025-10-14,87,verified,2025-10-15,2025-10-17,1.0075,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250915,0008S0,2025-09-12,88,verified,2025-09-15,2025-09-17,1.0132,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250814,0008S0,2025-08-13,88,verified,2025-08-14,2025-08-19,1.0034,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250715,0008S0,2025-07-14,88,verified,2025-07-15,2025-07-17,1.0011,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250613,0008S0,2025-06-12,87,verified,2025-06-13,2025-06-17,1.0128,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250515,0008S0,2025-05-14,90,verified,2025-05-15,2025-05-19,1.0292,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250415,0008S0,2025-04-14,92,verified,2025-04-15,2025-04-17,1.0654,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250314,0008S0,2025-03-13,100,verified,2025-03-14,2025-03-18,1.0272,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008S0:20250214,0008S0,2025-02-13,99,verified,2025-02-14,2025-02-18,1.0164,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008T0:20260430,0008T0,2026-04-29,72,verified,2026-04-30,2026-05-04,0.4412,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0008T0:20251230,0008T0,2025-12-29,17,verified,2025-12-30,2026-01-02,0.1334,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260831,0013P0,2026-08-28,23,verified,2026-08-31,2026-09-02,0.1811,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260731,0013P0,2026-07-30,22,verified,2026-07-31,2026-08-04,0.1641,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260630,0013P0,2026-06-29,18,verified,2026-06-30,2026-07-02,0.1289,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260529,0013P0,2026-05-28,21,verified,2026-05-29,2026-06-02,0.1675,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260430,0013P0,2026-04-29,19,verified,2026-04-30,2026-05-06,0.1603,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260331,0013P0,2026-03-30,17,verified,2026-03-31,2026-04-02,0.1487,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260227,0013P0,2026-02-26,21,verified,2026-02-27,2026-03-04,0.1852,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20260130,0013P0,2026-01-29,22,verified,2026-01-30,2026-02-03,0.1811,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20251230,0013P0,2025-12-29,22,verified,2025-12-30,2026-01-05,0.1786,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20251128,0013P0,2025-11-27,19,verified,2025-11-28,2025-12-02,0.1628,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20251031,0013P0,2025-10-30,19,verified,2025-10-31,2025-11-04,0.1676,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20250930,0013P0,2025-09-29,19,verified,2025-09-30,2025-10-02,0.1744,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20250829,0013P0,2025-08-28,18,verified,2025-08-29,2025-09-02,0.1707,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20250731,0013P0,2025-07-30,18,verified,2025-07-31,2025-08-04,0.1815,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20250630,0013P0,2025-06-27,17,verified,2025-06-30,2025-07-02,0.1736,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20250530,0013P0,2025-05-29,18,verified,2025-05-30,2025-06-04,0.1993,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013P0:20250430,0013P0,2025-04-29,21,verified,2025-04-30,2025-05-07,0.2442,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260831,0013R0,2026-08-28,103,verified,2026-08-31,2026-09-02,1.3368,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260731,0013R0,2026-07-30,102,verified,2026-07-31,2026-08-04,1.279,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260630,0013R0,2026-06-29,121,verified,2026-06-30,2026-07-02,1.2526,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260529,0013R0,2026-05-28,120,verified,2026-05-29,2026-06-02,1.2766,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260430,0013R0,2026-04-29,112,verified,2026-04-30,2026-05-06,1.2514,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260331,0013R0,2026-03-30,106,verified,2026-03-31,2026-04-02,1.1235,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260227,0013R0,2026-02-26,120,verified,2026-02-27,2026-03-04,1.2598,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20260130,0013R0,2026-01-29,125,verified,2026-01-30,2026-02-03,1.3158,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20251230,0013R0,2025-12-29,110,verified,2025-12-30,2026-01-05,1.1299,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20251128,0013R0,2025-11-27,109,verified,2025-11-28,2025-12-02,1.0867,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20251031,0013R0,2025-10-30,132,verified,2025-10-31,2025-11-04,1.3063,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20250930,0013R0,2025-09-29,140,verified,2025-09-30,2025-10-02,1.4199,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20250829,0013R0,2025-08-28,127,verified,2025-08-29,2025-09-02,1.4206,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20250731,0013R0,2025-07-30,118,verified,2025-07-31,2025-08-04,1.3333,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20250630,0013R0,2025-06-27,109,verified,2025-06-30,2025-07-02,1.2572,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20250530,0013R0,2025-05-29,113,verified,2025-05-30,2025-06-04,1.2675,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20250430,0013R0,2025-04-29,112,verified,2025-04-30,2025-05-07,1.2684,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0013R0:20250331,0013R0,2025-03-28,170,verified,2025-03-31,2025-04-02,1.8066,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260831,0015E0,2026-08-28,20,verified,2026-08-31,2026-09-02,0.1916,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260731,0015E0,2026-07-30,20,verified,2026-07-31,2026-08-04,0.1915,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260630,0015E0,2026-06-29,20,verified,2026-06-30,2026-07-02,0.1879,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260529,0015E0,2026-05-28,20,verified,2026-05-29,2026-06-02,0.1829,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260430,0015E0,2026-04-29,20,verified,2026-04-30,2026-05-06,0.1901,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260331,0015E0,2026-03-30,20,verified,2026-03-31,2026-04-02,0.1957,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260227,0015E0,2026-02-26,20,verified,2026-02-27,2026-03-04,0.1888,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20260130,0015E0,2026-01-29,20,verified,2026-01-30,2026-02-03,0.19,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20251230,0015E0,2025-12-29,20,verified,2025-12-30,2026-01-05,0.1882,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20251128,0015E0,2025-11-27,20,verified,2025-11-28,2025-12-02,0.1872,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20251031,0015E0,2025-10-30,20,verified,2025-10-31,2025-11-04,0.1801,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20250930,0015E0,2025-09-29,20,verified,2025-09-30,2025-10-02,0.1854,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20250829,0015E0,2025-08-28,20,verified,2025-08-29,2025-09-02,0.1925,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20250731,0015E0,2025-07-30,20,verified,2025-07-31,2025-08-04,0.1912,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20250630,0015E0,2025-06-27,20,verified,2025-06-30,2025-07-02,0.1952,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20250530,0015E0,2025-05-29,20,verified,2025-05-30,2025-06-04,0.2034,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20250430,0015E0,2025-04-29,15,verified,2025-04-30,2025-05-07,0.1582,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015E0:20250331,0015E0,2025-03-28,25,verified,2025-03-31,2025-04-02,0.2584,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260831,0015F0,2026-08-28,20,verified,2026-08-31,2026-09-02,0.1897,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260731,0015F0,2026-07-30,20,verified,2026-07-31,2026-08-04,0.2007,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260630,0015F0,2026-06-29,20,verified,2026-06-30,2026-07-02,0.2,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260529,0015F0,2026-05-28,20,verified,2026-05-29,2026-06-02,0.1921,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260430,0015F0,2026-04-29,20,verified,2026-04-30,2026-05-06,0.1994,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260331,0015F0,2026-03-30,20,verified,2026-03-31,2026-04-02,0.1948,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260227,0015F0,2026-02-26,20,verified,2026-02-27,2026-03-04,0.1898,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20260130,0015F0,2026-01-29,20,verified,2026-01-30,2026-02-03,0.1893,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20251230,0015F0,2025-12-29,20,verified,2025-12-30,2026-01-05,0.184,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20251128,0015F0,2025-11-27,20,verified,2025-11-28,2025-12-02,0.1837,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20251031,0015F0,2025-10-30,20,verified,2025-10-31,2025-11-04,0.1752,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20250930,0015F0,2025-09-29,20,verified,2025-09-30,2025-10-02,0.1782,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20250829,0015F0,2025-08-28,20,verified,2025-08-29,2025-09-02,0.1901,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20250731,0015F0,2025-07-30,20,verified,2025-07-31,2025-08-04,0.1882,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20250630,0015F0,2025-06-27,20,verified,2025-06-30,2025-07-02,0.193,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20250530,0015F0,2025-05-29,20,verified,2025-05-30,2025-06-04,0.1986,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20250430,0015F0,2025-04-29,15,verified,2025-04-30,2025-05-07,0.1526,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015F0:20250331,0015F0,2025-03-28,25,verified,2025-03-31,2025-04-02,0.2626,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0015K0:20251230,0015K0,2025-12-29,50,verified,2025-12-30,2026-01-05,0.6075,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0016X0:20251215,0016X0,2025-12-12,675,verified,2025-12-15,2025-12-16,1.3343,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0017Y0:20251114,0017Y0,2025-11-13,1065,verified,2025-11-14,2025-11-17,1.0873,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260814,0018C0,2026-08-13,136,verified,2026-08-14,2026-08-19,1.2897,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260715,0018C0,2026-07-14,138,verified,2026-07-15,2026-07-20,1.2701,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260615,0018C0,2026-06-12,139,verified,2026-06-15,2026-06-17,1.2534,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260515,0018C0,2026-05-14,159,verified,2026-05-15,2026-05-19,1.3339,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260415,0018C0,2026-04-14,163,verified,2026-04-15,2026-04-17,1.2265,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260313,0018C0,2026-03-12,159,verified,2026-03-13,2026-03-17,1.2302,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260213,0018C0,2026-02-12,173,verified,2026-02-13,2026-02-20,1.1404,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20260115,0018C0,2026-01-14,145,verified,2026-01-15,2026-01-19,1.2013,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20251215,0018C0,2025-12-12,150,verified,2025-12-15,2025-12-17,1.2632,ordinary_cash,한국예탁결제원(SEIBro)
seibro:0018C0:20251114,0018C0,2025-11-13,150,verified,2025-11-14,2025-11-18,1.2953,ordinary_cash,한국예탁결제원(SEIBro)
